session_id,utterance_id,role,content,timestamp
numetpc,0,tutor,"Hello, Tobias. Can you hear me? [unclear]",00:00:00
numetpc,1,tutor,"Hello, Tobias. Can you hear me? Hello, Tobias. [unclear]",00:00:10
numetpc,2,student,Hello.,00:00:44
numetpc,3,tutor,"Hello, Tobias. Can you hear me?",00:00:45
numetpc,4,student,Hello.,00:00:49
numetpc,5,tutor,"Hello, can you hear me, Tobias?",00:00:51
numetpc,6,background,"Yes, this is not Tobias, but I can hear you. Can you hear me?",00:00:54
numetpc,7,tutor,"Oh, sorry for that. Yeah, I can hear you too.",00:00:58
numetpc,8,background,"Oh, that's fine. Let me put Tobias on. Sorry, I was saying that I was the teacher. We were sorting out the sound, okay? So I'm going to put Tobias on now.",00:01:00
numetpc,9,student,"Okay, thank you so much. [unclear]",00:01:07
numetpc,10,tutor,"Hello, Tobias. Can you hear me?",00:01:15
numetpc,11,student,Yeah.,00:01:19
numetpc,12,tutor,"How are you doing today, Tobias?",00:01:21
numetpc,13,student,Good.,00:01:25
numetpc,14,tutor,"Good, good. You can hear me, right?",00:01:25
numetpc,15,student,Yeah.,00:01:30
numetpc,16,tutor,"All right. So are you sick, Tobias? Your voice looks so dull.",00:01:31
numetpc,17,student,No.,00:01:37
numetpc,18,tutor,No? Okay. Are you tired?,00:01:39
numetpc,19,student,A little bit.,00:01:42
numetpc,20,tutor,"A little bit. Okay, Tobias. Do you want to have some water? [unclear] All right. Today we're gonna learn about dividing using short division with exchange. All right. You're gonna try the question out.",00:01:43
numetpc,21,tutor,"214. Very good. Very good, Tobias. All right. Would you like to try the prior learning question, Tobias? [unclear] Tobias is really doing a good job.",00:02:07
numetpc,22,tutor,"Yes. Very good. [unclear] Very good, Tobias. So we are moving to the next slide. All right. So would you like to do the question number 8? You have the place value counters to work on the question.",00:02:30
numetpc,23,student,I'm going to get some paper.,00:02:57
numetpc,24,tutor,All right. [unclear] [unclear],00:02:59
numetpc,25,tutor,"You are back. You can use this page, tally counters also, Tobias, okay? If you want this one.",00:03:59
numetpc,26,student,Okay. [unclear],00:04:14
numetpc,27,student,[UNCLEAR] [unclear],00:04:14
numetpc,28,student,[unclear],00:04:14
numetpc,29,tutor,Who remains as 3? [unclear] [unclear],00:04:47
numetpc,30,tutor,"Very good, Tobias. I am really proud of you. Excellent. So I'm gonna give you a star.",00:05:22
numetpc,31,tutor,"Very good. So you're getting a star. All right, how did you find this answer, Tobias? 360. [unclear] Okay, this is, uh, can you check it again because there's a small mistake, Tobias. [unclear]",00:05:39
numetpc,32,tutor,"Okay, you have to do the second line.",00:06:21
numetpc,33,tutor,Divide and show me. [unclear],00:06:32
numetpc,34,student,[UNCLEAR],00:06:32
numetpc,35,tutor,"That's the answer. How did you find it? That should be 860, this one.",00:06:35
numetpc,36,tutor,"How it became 316, Tobias? [unclear] Did you know how 816 came? [unclear]",00:06:56
numetpc,37,student,I cannot explain it. I just forget usually.,00:07:25
numetpc,38,tutor,"Okay, Tobias. Now can you find the answer when you divide by 4? Can you divide and show me? Right here. This one.",00:07:30
numetpc,39,student,[unclear],00:07:59
numetpc,40,tutor,"Is it 3 in 32? How many fours are there in 32? In 32, how many fours are there, Tobias?",00:07:59
numetpc,41,student,8.,00:08:22
numetpc,42,tutor,"In 32, there are 8 4s. Then you have to put 4 instead of this 3. Can you fix it, Tobias?",00:08:24
numetpc,43,tutor,"So this should be 8, isn't it? [unclear]",00:08:52
numetpc,44,student,"So it will be 5, 7, 8.",00:09:01
numetpc,45,tutor,"Yeah. Work on it, Tobias. In 6, how many 3s are there? [unclear]",00:09:06
numetpc,46,tutor,How many 4s are there?,00:09:24
numetpc,47,student,One.,00:09:30
numetpc,48,tutor,"One. Very good, Tobias. Okay, put one.",00:09:31
numetpc,49,tutor,"Very good. So this is the answer, 860. Did you understand, Tobias? [unclear] Do you understand?",00:09:40
numetpc,50,student,Yeah.,00:09:50
numetpc,51,tutor,"All right, very good, boy. 3 out of 10, right, Tobias? Did you play any games? [unclear]",00:09:51
numetpc,52,student,"Yeah, I played a game called Four Corners, but we had to leave in like the middle of it to do [UNCLEAR].",00:10:10
numetpc,53,tutor,What is that?,00:10:10
numetpc,54,student,To do [UNCLEAR].,00:10:20
numetpc,55,tutor,"All right, so is it an online game?",00:10:20
numetpc,56,student,No.,00:10:25
numetpc,57,tutor,Do it in class?,00:10:26
numetpc,58,student,"No, it's a French game.",00:10:27
numetpc,59,tutor,"The French game, all right, Tobias, okay. So shall we try this question? Would you like to read the question over here?",00:10:29
numetpc,60,student,"Mr. Jones has saved £7,284. She shares it— wait, what?",00:10:42
numetpc,61,tutor,She shares it equally between her 3 grandchildren. How much do they receive each?,00:10:54
numetpc,62,tutor,"So that's 7,284 divided by 3, 2, 4, 10. [unclear] [unclear]",00:11:00
numetpc,63,student,[unclear],00:11:00
numetpc,64,student,[UNCLEAR] [unclear],00:11:00
numetpc,65,student,[unclear],00:11:00
numetpc,66,student,[unclear],00:12:27
numetpc,67,tutor,I don't think 24 is in the 3 times table.,00:12:27
numetpc,68,student,Yeah.,00:12:35
numetpc,69,tutor,Okay.,00:12:35
numetpc,70,student,"We know that 5 3 8, and then how much does he have to pay altogether? [unclear]",00:12:37
numetpc,71,tutor,Good working out. Very good.,00:12:49
numetpc,72,tutor,"Very good, Tobias. Excellent. Fabulous. Tobias is really doing a good job. You are getting a [UNCLEAR]. So each grandchildren get? 2,428 pounds. Isn't it, Tobias?",00:13:22
numetpc,73,student,Yeah.,00:13:43
numetpc,74,tutor,"Yes, very good. So you're getting 2 face cards for doing questions independently, Tobias. That's really awesome. All right, so we have come to the end of this lesson. Oh, all right, 501, right there. [unclear]",00:13:44
numetpc,75,background,[unclear],00:14:08
numetpc,76,tutor,"No, for you, you are just 10 out of 10, Tobias. [unclear]",00:14:08
numetpc,77,tutor,"Tobias, can you hear me?",00:14:49
numetpc,78,tutor,"Hello, Tobias. Can you hear me? [unclear]",00:15:58
numetpc,79,tutor,"Hello? Hello? Can you hear me, Tobias? [unclear] Yes, all right. You can hear me properly, right?",00:18:26
numetpc,80,student,Yeah.,00:18:35
